

"Area","Area_Id","Variable_Name","Variable_Id","Year","Value","Symbol","Md"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,10.2970281553,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,7.5194897525,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,16.3331740974,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,26.7756786676,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,47.3269510299,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,57.1486222951,"E","","0"
"Albania",8,"Total population",4104,1992,3245.886,"X","","0"
"Albania",8,"Total population",4104,1997,3099.752,"X","","0"
"Albania",8,"Total population",4104,2002,3126.187,"X","","0"
"Albania",8,"Total population",4104,2007,3033.998,"X","","0"
"Albania",8,"Total population",4104,2012,2914.096,"X","","0"
"Albania",8,"Total population",4104,2017,2884.169,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1992,1.51614918E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1997,2.224654241E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2002,4.355865889E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2007,1.067732222E10,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2012,1.2319779604E10,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2017,1.3025068581E10,"X","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,3.9190728477,"E","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,4.7366225166,"E","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,5.5070198675,"E","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.198807947,"E","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.9582450331,"E","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.9337748344,"E","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,2.8741721854,"I","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,2.7350993377,"I","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,2.9112582781,"I","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,1.7589403974,"I","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,1.9841059603,"I","","0"
"Albania",8,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,2.9966887417,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,1992,7.1127403846,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,1997,8.5965144231,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2002,9.9947115385,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2007,7.6204326923,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2012,7.1838341346,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2017,7.1394230769,"E","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2002,2.9516696035,"I","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.2875230119,"I","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.8771227565,"I","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.6569071373,"I","","0"
"Albania",8,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.367061048,"E","","0"
"Albania",8,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.7081770177,"E","","0"
"Albania",8,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,1.4443704504,"E","","0"
"Albania",8,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,1.2202894152,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,6.2531189799,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,3.5279556709,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,6.3350958212,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,8.8700239691,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,9.593241469,"E","","0"
"Albania",8,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,9.331023806,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,4.6752105684,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,5.1006927682,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,5.6502093143,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,8.4597962383,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,14.0828881843,"E","","0"
"Albania",8,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,21.8522385675,"E","","0"
"Algeria",12,"Total population",4104,1992,27028.326,"X","","0"
"Algeria",12,"Total population",4104,1997,29742.979,"X","","0"
"Algeria",12,"Total population",4104,2002,31855.109,"X","","0"
"Algeria",12,"Total population",4104,2007,34166.972,"X","","0"
"Algeria",12,"Total population",4104,2012,37383.895,"X","","0"
"Algeria",12,"Total population",4104,2017,41389.189,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1992,4.9105553595E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1997,4.8068457028E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2002,5.6819210891E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2007,1.34977088396E11,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2012,2.09059083118E11,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2017,1.67389890425E11,"X","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,40.0738680194,"E","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,45.2041110514,"E","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,51.8008576378,"E","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,59.3709010911,"E","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,66.8552327076,"E","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,84.0147424359,"E","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,24.3920303576,"I","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,27.5166164084,"I","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,31.1757326414,"I","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,36.9729696035,"I","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,42.7702065655,"E","","0"
"Algeria",12,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,57.1783663324,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,1992,65.7861007713,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,1997,74.2080151451,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2002,85.0373724582,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2007,97.464514286,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2012,109.7509497678,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2017,137.9203602082,"E","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2002,15.0087600728,"I","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.6730260145,"I","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2012,16.0927893206,"E","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2017,14.3546195882,"E","","0"
"Algeria",12,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.3438415573,"E","","0"
"Algeria",12,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.4334480056,"E","","0"
"Algeria",12,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.6101537764,"E","","0"
"Algeria",12,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.6183399143,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,56.514461767,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,73.2527467036,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,103.2871769197,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,164.7566500892,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,170.2344498076,"E","","0"
"Algeria",12,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,329.8714798181,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,26.2500182718,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,21.5494713086,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,20.403191374,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,18.0254423072,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,20.4933066262,"E","","0"
"Algeria",12,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,23.0687866439,"E","","0"
"Andorra",20,"Total population",4104,1992,58.888,"X","","0"
"Andorra",20,"Total population",4104,1997,64.327,"X","","0"
"Andorra",20,"Total population",4104,2002,70.049,"X","","0"
"Andorra",20,"Total population",4104,2007,82.684,"X","","0"
"Andorra",20,"Total population",4104,2012,82.427,"X","","0"
"Andorra",20,"Total population",4104,2017,77.001,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1992,1.531034035E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1997,1.493901088E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2002,1.733195719E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2007,4.016771107E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2012,3.164644159E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2017,3.020852315E9,"X","","0"
"Angola",24,"Total population",4104,1992,12657.366,"X","","0"
"Angola",24,"Total population",4104,1997,14871.57,"X","","0"
"Angola",24,"Total population",4104,2002,17519.417,"X","","0"
"Angola",24,"Total population",4104,2007,20905.363,"X","","0"
"Angola",24,"Total population",4104,2012,25107.931,"X","","0"
"Angola",24,"Total population",4104,2017,29816.766,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1992,1.8586043029E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1997,1.0226790656E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2002,1.5285592487E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2007,6.5266415707E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2012,1.28052913438E11,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2017,1.22123858628E11,"X","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.3650217707,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,0.4065934066,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.4491374663,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4755390836,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4755390836,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4755390836,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.2057847813,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.1656126892,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.1244474394,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.0988544474,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.0988544474,"I","","0"
"Angola",24,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.0988544474,"I","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,1992,1.4368496225,"E","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,1997,1.600489696,"E","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2002,1.7679575597,"E","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2007,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2012,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2017,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,1997,53.5267064839,"I","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2002,66.8042720729,"I","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2007,108.3609599426,"I","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2012,143.116159043,"I","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2017,142.4678361857,"I","","0"
"Angola",24,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,1997,0.1788828865,"E","","0"
"Angola",24,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.1241099383,"E","","0"
"Angola",24,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.1285287716,"E","","0"
"Angola",24,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.1453568628,"E","","0"
"Angola",24,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.2479818478,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,160.0365895815,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,144.3536595292,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,127.692284131,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,201.0141231267,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,246.8436518492,"E","","0"
"Angola",24,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,196.79070911,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,84.9118799124,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,49.6903617964,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,65.855406178,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,88.573791723,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,130.9744044372,"E","","0"
"Angola",24,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,167.0308793114,"E","","0"
"Antigua and Barbuda",28,"Total population",4104,1992,64.471,"X","","0"
"Antigua and Barbuda",28,"Total population",4104,1997,71.704,"X","","0"
"Antigua and Barbuda",28,"Total population",4104,2002,78.295,"X","","0"
"Antigua and Barbuda",28,"Total population",4104,2007,84.026,"X","","0"
"Antigua and Barbuda",28,"Total population",4104,2012,90.409,"X","","0"
"Antigua and Barbuda",28,"Total population",4104,2017,95.426,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,1992,4.99281481E8,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,1997,6.80618519E8,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,2002,8.14381481E8,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,2007,1.312759259E9,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,2012,1.199948148E9,"X","","0"
"Antigua and Barbuda",28,"Gross Domestic Product (GDP)",4112,2017,1.467977778E9,"X","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,4.141025641,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,6.3205128205,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,8.5,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.4230769231,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.4615384615,"E","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.4615384615,"I","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,2.0879120879,"I","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,2.5,"E","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,2.5,"I","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,2.7747252747,"I","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,3.4615384615,"E","","0"
"Antigua and Barbuda",28,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,3.4615384615,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,1992,4.141025641,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,1997,6.3205128205,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2002,8.5,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2007,9.4230769231,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2012,8.4615384615,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2017,8.4615384615,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,1997,121.9075168917,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2002,117.7569401484,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2007,139.8095079857,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2012,93.457340128,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2017,109.8390234755,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,1997,0.5554468166,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.969320832,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,1.6101283094,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,1.5729382648,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,1.869824499,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,72.8020730446,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,69.1011395329,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,62.0956652493,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,118.712789071,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,53.985416658,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,88.3892972031,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,176.9487422494,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,173.6521764582,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,166.5261507966,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,181.1583539402,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,130.1339695764,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,144.2791448419,"E","","0"
"Argentina",32,"Total population",4104,1992,33529.326,"X","","0"
"Argentina",32,"Total population",4104,1997,35657.429,"X","","0"
"Argentina",32,"Total population",4104,2002,37681.749,"X","","0"
"Argentina",32,"Total population",4104,2007,39684.295,"X","","0"
"Argentina",32,"Total population",4104,2012,41755.196,"X","","0"
"Argentina",32,"Total population",4104,2017,43937.14,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,1992,2.47929419773E11,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,1997,3.17532579013E11,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,2002,1.10583590317E11,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,2007,2.89755142707E11,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,2012,5.81430904393E11,"X","","0"
"Argentina",32,"Gross Domestic Product (GDP)",4112,2017,6.42695596034E11,"X","","0"
"Argentina",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,3.2439243995,"E","","0"
